Company,Location,Date,Rocket,RocketStatus,Price,MissionStatus,Year
Japan JAXA,Australia,2000-02-13,Pegasus XL,Active,,Success,2000
ESA,Australia,2000-08-25,Vulcan,Retired,,Failure,2000
Rocket Lab,USA,2000-08-24,H-IIA,Active,,Success,2000
Northrop,France,2000-10-20,PSLV,Active,,Success,2000
RVSN USSR,USA,2000-12-27,Long March 3B,Active,,Success,2000
SpaceX,USA,2000-10-09,Pegasus XL,Retired,,Success,2000
Virgin Orbit,France,2000-10-02,Antares,Active,50.19,Success,2000
Northrop,China,2000-07-09,PSLV,Retired,106.23,Success,2000
SpaceX,China,2000-11-28,Starship,Active,,Success,2000
Roscosmos,Australia,2000-03-12,Electron,Active,100.13,Success,2000
Arianespace,India,2000-05-11,Pegasus XL,Active,,Success,2000
Virgin Orbit,China,2000-11-05,Vulcan,Active,,Success,2000
Japan JAXA,Japan,2000-04-13,Soyuz-U,Retired,,Success,2000
Boeing,USA,2000-08-18,Vulcan,Active,,Success,2000
RVSN USSR,New Zealand,2000-11-16,Falcon 9,Active,47.94,Success,2000
CASC,France,2000-10-22,Vega,Active,,Success,2000
Virgin Orbit,USA,2000-08-27,Antares,Active,,Success,2000
Rocket Lab,Australia,2000-11-16,Long March 3B,Retired,,Failure,2000
Blue Origin,Kazakhstan,2000-05-10,Long March 3B,Active,,Success,2000
Arianespace,Russia,2000-07-01,Starship,Retired,,Failure,2000
Arianespace,China,2000-08-17,PSLV,Retired,,Success,2000
CASC,USA,2000-04-19,Falcon 9,Retired,,Success,2000
Northrop,USA,2000-12-23,Starship,Retired,170.75,Success,2000
ESA,France,2000-07-06,Electron,Retired,,Success,2000
RVSN USSR,China,2000-05-11,H-IIA,Active,,Success,2000
Rocket Lab,Russia,2000-07-18,Antares,Active,,Success,2000
Blue Origin,India,2000-05-01,H-IIA,Retired,112.63,Success,2000
Japan JAXA,Kazakhstan,2000-11-01,PSLV,Retired,,Partial Failure,2000
ULA,Russia,2000-06-08,H-IIA,Active,35.62,Success,2000
Japan JAXA,Russia,2000-12-02,Pegasus XL,Retired,,Failure,2000
Japan JAXA,India,2000-01-12,Atlas V,Active,,Success,2000
CASC,India,2001-07-02,Electron,Retired,,Success,2001
Roscosmos,Russia,2001-03-14,Long March 3B,Retired,,Success,2001
Northrop,France,2001-08-18,Falcon 9,Retired,84.92,Success,2001
RVSN USSR,Japan,2001-07-14,Vulcan,Active,,Success,2001
Northrop,USA,2001-10-22,Ariane 5,Active,,Success,2001
CASC,Kazakhstan,2001-03-18,Soyuz-U,Retired,55.94,Partial Failure,2001
ESA,India,2001-06-19,Proton-M,Active,,Partial Failure,2001
Roscosmos,Kazakhstan,2001-08-18,H-IIA,Active,,Partial Failure,2001
ESA,New Zealand,2001-07-17,Antares,Active,,Success,2001
Roscosmos,Russia,2001-03-01,PSLV,Retired,,Success,2001
CASC,China,2001-06-06,Vega,Active,,Success,2001
RVSN USSR,China,2001-05-25,Vega,Retired,,Success,2001
Northrop,USA,2001-02-28,Ariane 5,Retired,,Failure,2001
NASA,USA,2001-12-02,Vulcan,Retired,,Success,2001
Arianespace,USA,2001-04-22,Atlas V,Active,51.14,Success,2001
Japan JAXA,France,2001-02-13,Proton-M,Active,,Success,2001
Boeing,Australia,2001-11-20,PSLV,Active,,Failure,2001
ULA,India,2001-08-18,Long March 3B,Retired,,Success,2001
RVSN USSR,France,2001-09-10,Vulcan,Active,103.95,Success,2001
NASA,Australia,2001-01-02,Falcon 9,Retired,231.84,Success,2001
RVSN USSR,New Zealand,2001-05-21,Long March 3B,Active,,Success,2001
SpaceX,Kazakhstan,2001-01-08,Long March 3B,Retired,34.77,Failure,2001
CASC,Japan,2001-02-07,Proton-M,Active,,Success,2001
Japan JAXA,Russia,2001-12-14,Delta IV,Active,,Success,2001
Rocket Lab,France,2001-04-25,Antares,Retired,27.85,Success,2001
ULA,India,2001-08-16,Soyuz-U,Active,,Success,2001
ISRO,Kazakhstan,2001-04-21,Vega,Active,,Success,2001
Blue Origin,India,2001-03-19,Atlas V,Active,,Success,2001
SpaceX,Japan,2001-07-25,Falcon 9,Active,,Success,2001
Boeing,India,2001-08-05,Falcon 9,Retired,,Success,2001
Japan JAXA,China,2001-05-28,Antares,Active,,Failure,2001
CASC,Australia,2001-03-20,Falcon 9,Active,,Failure,2001
SpaceX,Japan,2001-08-09,Vulcan,Active,,Success,2001
Boeing,Russia,2001-09-06,Vega,Retired,28.27,Success,2001
SpaceX,Australia,2002-08-17,Atlas V,Active,,Success,2002
ISRO,New Zealand,2002-05-22,Starship,Retired,41.84,Failure,2002
ISRO,France,2002-02-08,Vulcan,Active,,Success,2002
Arianespace,Japan,2002-09-04,Ariane 5,Active,,Success,2002
Rocket Lab,Australia,2002-01-01,Delta IV,Active,56.45,Success,2002
Roscosmos,China,2002-06-22,Antares,Retired,,Success,2002
Blue Origin,France,2002-01-21,Proton-M,Active,,Success,2002
Japan JAXA,Kazakhstan,2002-01-10,Proton-M,Retired,,Success,2002
NASA,Russia,2002-10-09,Falcon 9,Active,,Success,2002
CASC,France,2002-08-09,Pegasus XL,Active,,Success,2002
Northrop,Australia,2002-04-20,Proton-M,Active,,Success,2002
ULA,Japan,2002-09-22,Starship,Retired,,Success,2002
Blue Origin,Kazakhstan,2002-03-24,Falcon 9,Retired,,Success,2002
Boeing,USA,2002-05-24,Electron,Active,,Success,2002
Northrop,India,2002-09-04,Pegasus XL,Retired,,Success,2002
CASC,China,2002-06-14,Vega,Active,,Success,2002
Blue Origin,China,2002-10-05,Pegasus XL,Retired,,Success,2002
Roscosmos,Russia,2002-06-08,H-IIA,Retired,,Success,2002
Roscosmos,Australia,2002-07-18,Ariane 5,Retired,,Success,2002
Blue Origin,China,2002-02-22,Antares,Retired,,Failure,2002
Virgin Orbit,USA,2002-07-02,Proton-M,Active,59.94,Failure,2002
Roscosmos,Kazakhstan,2002-03-01,Pegasus XL,Active,,Success,2002
SpaceX,Russia,2002-02-07,PSLV,Active,74.51,Success,2002
Japan JAXA,France,2002-09-08,Soyuz-U,Active,,Success,2002
Boeing,New Zealand,2002-02-24,Ariane 5,Active,,Success,2002
SpaceX,New Zealand,2002-03-21,H-IIA,Retired,8.92,Success,2002
Arianespace,USA,2002-07-02,H-IIA,Retired,72.03,Failure,2002
Boeing,New Zealand,2002-08-17,Starship,Active,,Success,2002
Virgin Orbit,USA,2002-08-01,Falcon 9,Retired,,Success,2002
Boeing,Kazakhstan,2002-09-07,Electron,Active,,Success,2002
Rocket Lab,Australia,2002-01-03,Falcon 9,Active,,Success,2002
Roscosmos,USA,2002-03-10,Electron,Retired,482.36,Success,2002
CASC,Kazakhstan,2002-12-18,Electron,Retired,7.51,Success,2002
SpaceX,Kazakhstan,2002-09-13,Electron,Retired,,Success,2002
CASC,New Zealand,2002-01-10,PSLV,Retired,,Failure,2002
CASC,USA,2002-02-21,Proton-M,Active,,Success,2002
Arianespace,China,2002-12-08,Vega,Active,,Failure,2002
NASA,India,2003-07-13,Long March 3B,Retired,,Success,2003
SpaceX,New Zealand,2003-05-23,Vega,Active,,Failure,2003
ESA,Russia,2003-06-12,Ariane 5,Active,,Success,2003
Rocket Lab,Russia,2003-02-14,Electron,Active,95.91,Success,2003
RVSN USSR,China,2003-06-07,Electron,Active,,Success,2003
ULA,India,2003-04-23,Falcon 9,Active,,Success,2003
ISRO,Russia,2003-11-15,H-IIA,Active,,Success,2003
ULA,Australia,2003-02-16,Pegasus XL,Active,,Success,2003
NASA,France,2003-09-05,Ariane 5,Retired,25.35,Success,2003
NASA,Kazakhstan,2003-06-24,PSLV,Retired,,Success,2003
Roscosmos,France,2003-12-15,Soyuz-U,Retired,,Success,2003
Virgin Orbit,Japan,2003-07-15,Starship,Retired,,Success,2003
Northrop,India,2003-05-25,Antares,Active,,Success,2003
Northrop,China,2003-02-21,Pegasus XL,Retired,,Success,2003
Roscosmos,Japan,2003-03-27,Ariane 5,Active,,Partial Failure,2003
CASC,France,2003-05-15,Pegasus XL,Active,45.26,Success,2003
Blue Origin,Japan,2003-10-27,H-IIA,Retired,,Success,2003
Blue Origin,France,2003-04-13,Long March 3B,Active,,Success,2003
Roscosmos,China,2003-05-13,Delta IV,Active,,Success,2003
Rocket Lab,China,2003-05-19,H-IIA,Retired,27.98,Success,2003
Japan JAXA,France,2003-05-09,Pegasus XL,Active,,Success,2003
Rocket Lab,Kazakhstan,2003-01-03,Soyuz-U,Retired,,Success,2003
RVSN USSR,France,2003-06-14,Vulcan,Active,364.11,Success,2003
Blue Origin,New Zealand,2003-11-24,Electron,Retired,6.94,Success,2003
RVSN USSR,China,2003-04-22,Atlas V,Active,,Success,2003
RVSN USSR,Kazakhstan,2003-08-13,Long March 3B,Active,,Success,2003
Northrop,Australia,2003-10-18,Atlas V,Active,,Success,2003
Boeing,Russia,2003-08-28,H-IIA,Active,,Success,2003
SpaceX,Australia,2003-10-09,Atlas V,Active,,Success,2003
ESA,Kazakhstan,2003-06-20,Falcon 9,Retired,,Success,2003
Northrop,Kazakhstan,2003-12-10,PSLV,Active,,Failure,2003
SpaceX,Australia,2003-09-28,Delta IV,Active,191.78,Success,2003
Virgin Orbit,India,2003-04-10,Vega,Active,,Success,2003
Arianespace,India,2003-09-05,Pegasus XL,Active,,Success,2003
ULA,Kazakhstan,2003-11-12,PSLV,Active,,Partial Failure,2003
CASC,New Zealand,2003-10-10,Antares,Active,,Failure,2003
NASA,France,2003-02-18,PSLV,Retired,139.2,Partial Failure,2003
Rocket Lab,Australia,2003-05-01,Vega,Active,14.63,Success,2003
Arianespace,Russia,2003-10-15,Atlas V,Active,,Success,2003
Arianespace,Russia,2003-11-22,Atlas V,Active,,Success,2003
Arianespace,India,2003-02-06,Antares,Active,8.91,Success,2003
ISRO,China,2003-08-14,Ariane 5,Active,,Success,2003
ESA,China,2003-07-15,Long March 3B,Active,,Success,2003
Rocket Lab,India,2003-11-22,Pegasus XL,Retired,,Success,2003
Northrop,Kazakhstan,2003-09-15,Delta IV,Active,,Failure,2003
Blue Origin,France,2003-09-16,PSLV,Retired,49.21,Success,2003
Northrop,Australia,2003-11-18,Falcon 9,Active,,Success,2003
RVSN USSR,Australia,2003-06-15,Electron,Active,,Success,2003
Blue Origin,Japan,2003-10-12,Vega,Active,57.2,Success,2003
ISRO,New Zealand,2003-05-03,Long March 3B,Active,,Success,2003
Boeing,Russia,2003-11-24,Falcon 9,Retired,,Success,2003
RVSN USSR,Japan,2003-03-02,Proton-M,Active,,Partial Failure,2003
Japan JAXA,Australia,2003-08-07,Long March 3B,Retired,,Success,2003
ULA,USA,2003-08-08,Vega,Active,,Success,2003
Blue Origin,Japan,2003-09-15,Delta IV,Active,23.97,Success,2003
SpaceX,France,2003-05-20,Atlas V,Active,,Success,2003
Blue Origin,Australia,2003-05-05,Soyuz-U,Active,,Success,2003
CASC,France,2003-07-17,PSLV,Active,,Success,2003
Japan JAXA,Russia,2003-06-06,Electron,Active,,Success,2003
NASA,Russia,2004-05-24,Delta IV,Active,,Success,2004
Boeing,India,2004-01-19,Pegasus XL,Active,51.52,Success,2004
Japan JAXA,Kazakhstan,2004-06-21,Soyuz-U,Active,,Success,2004
ULA,China,2004-01-13,Proton-M,Retired,,Partial Failure,2004
Northrop,Japan,2004-08-17,Ariane 5,Active,,Success,2004
Rocket Lab,China,2004-08-06,Vega,Active,,Success,2004
Northrop,India,2004-01-05,Electron,Retired,,Success,2004
RVSN USSR,France,2004-01-06,Proton-M,Active,,Success,2004
Northrop,India,2004-12-14,Proton-M,Retired,,Success,2004
Boeing,India,2004-10-23,Soyuz-U,Retired,,Success,2004
Virgin Orbit,Kazakhstan,2004-12-03,Delta IV,Active,,Failure,2004
Blue Origin,Russia,2004-01-15,Electron,Active,,Success,2004
RVSN USSR,New Zealand,2004-01-21,Ariane 5,Active,,Success,2004
SpaceX,Japan,2004-01-27,Long March 3B,Active,,Success,2004
Japan JAXA,Japan,2004-06-15,Starship,Retired,,Success,2004
Roscosmos,USA,2004-05-26,Proton-M,Active,,Success,2004
RVSN USSR,Australia,2004-05-03,PSLV,Active,,Success,2004
Japan JAXA,Japan,2004-01-26,Electron,Retired,,Success,2004
Virgin Orbit,China,2004-02-18,Falcon 9,Retired,,Success,2004
Arianespace,Australia,2004-02-17,Soyuz-U,Retired,,Failure,2004
Boeing,New Zealand,2004-01-11,Pegasus XL,Retired,42.39,Success,2004
SpaceX,Russia,2004-04-18,Proton-M,Retired,,Success,2004
SpaceX,Kazakhstan,2004-07-14,Pegasus XL,Active,,Success,2004
Japan JAXA,Australia,2004-08-10,H-IIA,Active,,Success,2004
ISRO,Australia,2004-09-10,Delta IV,Retired,,Success,2004
Boeing,New Zealand,2004-03-11,Vulcan,Retired,,Failure,2004
ULA,India,2004-05-14,Pegasus XL,Active,,Failure,2004
CASC,Russia,2004-03-24,Vulcan,Active,,Success,2004
Arianespace,France,2004-07-28,PSLV,Retired,,Success,2004
NASA,India,2004-12-25,PSLV,Active,28.81,Success,2004
Japan JAXA,New Zealand,2004-03-21,H-IIA,Active,20.43,Success,2004
NASA,Australia,2004-01-27,Electron,Retired,35.59,Success,2004
Roscosmos,Australia,2004-09-15,Falcon 9,Active,,Success,2004
CASC,Australia,2004-07-23,Long March 3B,Active,22.94,Success,2004
Blue Origin,Kazakhstan,2004-06-01,Vulcan,Active,291.6,Success,2004
CASC,New Zealand,2004-03-20,Ariane 5,Active,,Success,2004
Roscosmos,India,2004-04-02,Electron,Active,,Success,2004
ISRO,New Zealand,2004-11-22,Pegasus XL,Active,,Success,2004
Blue Origin,Kazakhstan,2004-08-10,Falcon 9,Active,,Success,2004
Arianespace,France,2004-02-03,Antares,Active,,Success,2004
Arianespace,France,2004-03-11,Vega,Active,,Success,2004
ISRO,Australia,2004-04-13,H-IIA,Active,,Success,2004
Virgin Orbit,China,2004-04-05,H-IIA,Active,,Success,2004
Blue Origin,Russia,2004-11-12,Electron,Retired,,Success,2004
NASA,Russia,2004-01-06,Proton-M,Active,,Success,2004
Roscosmos,USA,2004-05-20,H-IIA,Retired,,Failure,2004
NASA,USA,2004-08-08,Ariane 5,Retired,,Failure,2004
CASC,USA,2004-05-26,Pegasus XL,Retired,150.2,Failure,2004
Northrop,Kazakhstan,2005-12-15,Delta IV,Active,,Success,2005
Virgin Orbit,Japan,2005-10-13,Electron,Active,,Success,2005
Arianespace,Australia,2005-06-11,H-IIA,Active,,Failure,2005
Japan JAXA,Australia,2005-01-24,Antares,Retired,,Success,2005
Boeing,Russia,2005-10-03,Ariane 5,Active,,Success,2005
Blue Origin,Australia,2005-03-18,Ariane 5,Retired,156.72,Success,2005
Rocket Lab,India,2005-04-13,Delta IV,Active,28.17,Success,2005
Northrop,Kazakhstan,2005-08-16,Antares,Active,,Success,2005
ESA,Kazakhstan,2005-05-15,Antares,Retired,,Success,2005
SpaceX,USA,2005-01-01,Pegasus XL,Active,,Success,2005
Blue Origin,Kazakhstan,2005-04-09,Vulcan,Retired,,Success,2005
Blue Origin,France,2005-02-15,Vega,Active,35.39,Success,2005
ISRO,USA,2005-08-23,Vulcan,Active,,Success,2005
Virgin Orbit,Japan,2005-02-02,Long March 3B,Retired,,Success,2005
CASC,USA,2005-03-11,Delta IV,Retired,,Success,2005
Rocket Lab,Australia,2005-11-15,Proton-M,Retired,,Success,2005
Arianespace,Russia,2005-03-04,Vega,Active,,Failure,2005
Virgin Orbit,China,2005-02-27,Falcon 9,Active,,Failure,2005
Boeing,India,2005-09-16,PSLV,Active,,Success,2005
ULA,Australia,2005-05-13,PSLV,Active,63.24,Success,2005
Japan JAXA,Russia,2005-11-13,Starship,Active,,Success,2005
RVSN USSR,Australia,2005-03-19,H-IIA,Active,,Success,2005
Roscosmos,China,2005-09-17,Starship,Active,,Success,2005
ESA,China,2005-12-06,Antares,Retired,,Success,2005
Blue Origin,New Zealand,2005-01-25,Delta IV,Active,,Success,2005
Arianespace,Russia,2005-06-01,Falcon 9,Retired,54.83,Success,2005
Roscosmos,Japan,2005-04-26,Atlas V,Active,,Success,2005
Northrop,New Zealand,2005-06-18,H-IIA,Active,,Success,2005
NASA,France,2005-01-16,H-IIA,Active,,Success,2005
Virgin Orbit,China,2005-09-28,PSLV,Active,,Success,2005
ESA,Kazakhstan,2005-12-18,Falcon 9,Active,,Success,2005
Roscosmos,France,2005-09-27,Delta IV,Retired,43.22,Success,2005
Boeing,Russia,2005-02-12,PSLV,Active,,Failure,2005
Japan JAXA,USA,2005-05-27,H-IIA,Retired,15.6,Success,2005
Roscosmos,India,2005-07-20,Antares,Retired,,Success,2005
ESA,Australia,2005-12-15,Proton-M,Retired,7.42,Partial Failure,2005
Virgin Orbit,Japan,2005-03-08,Delta IV,Active,49.33,Success,2005
NASA,New Zealand,2005-11-10,Ariane 5,Active,,Success,2005
Virgin Orbit,Russia,2005-10-03,PSLV,Retired,31.44,Success,2005
Roscosmos,Russia,2005-04-05,Ariane 5,Active,12.02,Success,2005
Arianespace,Australia,2005-06-02,Antares,Retired,,Success,2005
NASA,Kazakhstan,2005-09-08,PSLV,Retired,9.13,Success,2005
SpaceX,Japan,2005-06-17,Proton-M,Active,9.16,Success,2005
Rocket Lab,India,2005-11-04,Vulcan,Active,60.62,Success,2005
CASC,China,2005-08-19,Long March 3B,Retired,,Success,2005
NASA,New Zealand,2005-09-10,Proton-M,Active,,Success,2005
ISRO,New Zealand,2005-06-03,Vega,Retired,,Success,2005
Northrop,New Zealand,2005-07-19,Atlas V,Retired,,Success,2005
ESA,USA,2005-09-10,Falcon 9,Retired,,Failure,2005
ULA,China,2005-10-08,Soyuz-U,Retired,203.77,Success,2005
RVSN USSR,Kazakhstan,2005-02-14,Soyuz-U,Active,,Partial Failure,2005
Blue Origin,Russia,2005-01-15,Antares,Active,,Failure,2005
ISRO,France,2005-02-27,Long March 3B,Active,,Success,2005
Boeing,China,2005-04-13,Antares,Active,,Success,2005
ESA,India,2005-10-04,Vega,Active,,Success,2005
NASA,New Zealand,2005-09-17,Soyuz-U,Active,,Success,2005
Roscosmos,Russia,2005-02-18,Delta IV,Active,,Failure,2005
Boeing,India,2005-04-28,Electron,Active,,Success,2005
Boeing,China,2005-06-01,Soyuz-U,Retired,,Success,2005
Rocket Lab,Kazakhstan,2006-07-09,H-IIA,Active,,Success,2006
Boeing,France,2006-07-06,Ariane 5,Retired,,Success,2006
Virgin Orbit,Kazakhstan,2006-05-01,Falcon 9,Active,13.38,Success,2006
SpaceX,China,2006-11-27,Delta IV,Active,,Success,2006
CASC,New Zealand,2006-11-18,Atlas V,Active,99.43,Success,2006
CASC,Russia,2006-06-08,Vega,Active,,Success,2006
ISRO,Australia,2006-11-08,Long March 3B,Active,157.8,Success,2006
NASA,India,2006-02-10,Vulcan,Retired,,Success,2006
CASC,New Zealand,2006-07-21,Delta IV,Active,,Success,2006
NASA,China,2006-11-13,Starship,Active,,Success,2006
Japan JAXA,Russia,2006-08-17,Proton-M,Active,259.78,Success,2006
NASA,Russia,2006-12-14,Starship,Active,,Success,2006
Northrop,New Zealand,2006-05-25,Proton-M,Active,,Success,2006
Virgin Orbit,France,2006-08-16,Soyuz-U,Retired,,Success,2006
RVSN USSR,Russia,2006-12-14,Delta IV,Retired,,Success,2006
RVSN USSR,India,2006-02-09,Atlas V,Retired,,Success,2006
CASC,Japan,2006-06-18,H-IIA,Retired,,Success,2006
ESA,China,2006-09-08,Pegasus XL,Retired,,Success,2006
Northrop,France,2006-11-28,Soyuz-U,Retired,,Success,2006
ULA,Japan,2006-04-21,Starship,Active,,Success,2006
Roscosmos,New Zealand,2006-09-26,Pegasus XL,Retired,,Success,2006
Virgin Orbit,France,2006-10-13,Pegasus XL,Active,,Success,2006
ISRO,Japan,2006-03-12,Ariane 5,Active,23.18,Partial Failure,2006
Blue Origin,New Zealand,2006-05-07,Ariane 5,Retired,,Failure,2006
Blue Origin,China,2006-02-26,Falcon 9,Active,,Success,2006
ISRO,India,2006-09-26,Soyuz-U,Retired,,Success,2006
Northrop,France,2006-03-02,Long March 3B,Retired,,Success,2006
ESA,China,2006-06-09,Falcon 9,Retired,,Failure,2006
Northrop,Japan,2006-12-28,Long March 3B,Active,,Success,2006
ESA,France,2006-10-12,H-IIA,Retired,,Success,2006
Northrop,Japan,2006-04-06,Proton-M,Retired,,Success,2006
Virgin Orbit,Kazakhstan,2007-07-28,Proton-M,Active,,Success,2007
Northrop,Australia,2007-02-20,Atlas V,Active,,Success,2007
NASA,Russia,2007-09-16,Soyuz-U,Active,,Success,2007
Northrop,Japan,2007-07-01,Delta IV,Retired,,Success,2007
ISRO,France,2007-11-10,Delta IV,Retired,,Success,2007
RVSN USSR,India,2007-05-03,Falcon 9,Retired,101.34,Success,2007
Blue Origin,Russia,2007-03-27,Atlas V,Active,,Success,2007
NASA,China,2007-08-17,Starship,Active,,Failure,2007
CASC,France,2007-04-22,Delta IV,Active,,Success,2007
Boeing,Japan,2007-08-08,Proton-M,Retired,,Success,2007
Virgin Orbit,Australia,2007-08-04,Delta IV,Active,80.73,Success,2007
Arianespace,China,2007-11-20,Electron,Retired,,Success,2007
NASA,Russia,2007-08-28,Starship,Active,,Success,2007
CASC,USA,2007-08-28,Antares,Retired,,Success,2007
Rocket Lab,Japan,2007-04-14,Electron,Active,,Failure,2007
Boeing,Russia,2007-08-21,Vega,Retired,,Success,2007
Blue Origin,Japan,2007-02-12,Proton-M,Active,,Success,2007
ULA,New Zealand,2007-02-19,Atlas V,Active,,Success,2007
Roscosmos,Russia,2007-08-26,Antares,Active,77.33,Success,2007
Japan JAXA,New Zealand,2007-10-02,Falcon 9,Retired,,Success,2007
Northrop,India,2007-04-11,Vulcan,Active,57.55,Success,2007
CASC,USA,2007-02-15,Electron,Retired,,Success,2007
Roscosmos,India,2007-04-13,H-IIA,Active,,Success,2007
ISRO,USA,2007-04-04,Electron,Active,38.68,Success,2007
CASC,China,2007-09-14,Vulcan,Retired,187.71,Success,2007
RVSN USSR,Kazakhstan,2007-11-15,Falcon 9,Active,,Success,2007
Japan JAXA,Australia,2007-05-13,Soyuz-U,Active,,Success,2007
SpaceX,Japan,2007-08-28,Proton-M,Active,,Success,2007
Northrop,Russia,2007-10-18,Soyuz-U,Active,,Partial Failure,2007
Blue Origin,USA,2007-01-23,Atlas V,Active,,Success,2007
SpaceX,New Zealand,2008-07-13,PSLV,Active,313.77,Success,2008
Rocket Lab,USA,2008-11-11,Ariane 5,Active,,Success,2008
NASA,USA,2008-02-03,PSLV,Retired,,Success,2008
RVSN USSR,India,2008-07-01,Vega,Active,,Success,2008
SpaceX,Japan,2008-01-10,H-IIA,Active,,Success,2008
Japan JAXA,New Zealand,2008-12-13,Ariane 5,Retired,101.97,Success,2008
NASA,France,2008-05-25,Delta IV,Retired,,Success,2008
ULA,New Zealand,2008-11-06,Vega,Retired,,Success,2008
Boeing,Australia,2008-09-16,Atlas V,Active,,Success,2008
Japan JAXA,India,2008-02-15,Vega,Active,,Success,2008
Blue Origin,France,2008-05-15,H-IIA,Active,,Success,2008
ESA,Russia,2008-01-23,Starship,Retired,3.14,Success,2008
Virgin Orbit,New Zealand,2008-07-16,Falcon 9,Active,,Success,2008
Northrop,New Zealand,2008-03-15,Atlas V,Active,22.62,Failure,2008
SpaceX,Russia,2008-03-25,Proton-M,Retired,33.5,Success,2008
Japan JAXA,Japan,2008-05-23,Long March 3B,Retired,,Failure,2008
Northrop,New Zealand,2008-02-04,Falcon 9,Active,,Success,2008
Northrop,Kazakhstan,2008-10-24,Electron,Retired,,Success,2008
Northrop,Japan,2008-10-27,PSLV,Retired,,Success,2008
Virgin Orbit,India,2008-06-11,PSLV,Retired,,Success,2008
Rocket Lab,China,2008-08-22,Ariane 5,Active,,Success,2008
RVSN USSR,Kazakhstan,2008-08-05,Starship,Active,,Success,2008
Boeing,India,2008-04-14,Starship,Active,503.17,Success,2008
Blue Origin,USA,2008-02-16,Vulcan,Active,,Failure,2008
SpaceX,Kazakhstan,2008-09-12,Proton-M,Active,,Success,2008
Rocket Lab,Russia,2008-10-08,Long March 3B,Active,,Failure,2008
RVSN USSR,Russia,2008-07-20,H-IIA,Active,119.24,Success,2008
SpaceX,Kazakhstan,2008-05-21,H-IIA,Active,,Success,2008
CASC,India,2008-10-06,Electron,Active,401.27,Success,2008
CASC,China,2008-10-23,Starship,Active,,Success,2008
ISRO,Japan,2008-03-08,Soyuz-U,Active,,Success,2008
Northrop,New Zealand,2008-05-27,Ariane 5,Retired,,Success,2008
NASA,USA,2008-07-08,Antares,Retired,,Success,2008
NASA,Japan,2008-12-01,Ariane 5,Active,,Success,2008
CASC,Australia,2008-05-25,Falcon 9,Active,,Success,2008
Boeing,Australia,2008-10-08,Proton-M,Active,,Success,2008
Arianespace,USA,2008-11-05,Vega,Active,,Success,2008
CASC,Russia,2008-04-18,Starship,Retired,,Success,2008
ISRO,Kazakhstan,2008-03-24,Vega,Retired,35.82,Failure,2008
CASC,Australia,2008-03-07,Pegasus XL,Retired,,Success,2008
Japan JAXA,Australia,2008-12-06,Vulcan,Retired,71.93,Success,2008
RVSN USSR,France,2008-08-12,Long March 3B,Retired,9.74,Success,2008
ULA,Kazakhstan,2008-01-14,Electron,Active,75.02,Success,2008
Japan JAXA,India,2008-03-18,Proton-M,Retired,,Failure,2008
CASC,USA,2008-09-23,Antares,Active,,Success,2008
Blue Origin,Japan,2008-03-19,Pegasus XL,Active,27.49,Failure,2008
ULA,Japan,2008-10-03,Vulcan,Retired,,Success,2008
CASC,New Zealand,2008-01-06,Atlas V,Retired,,Success,2008
ISRO,China,2008-09-10,Electron,Active,145.24,Success,2008
Rocket Lab,New Zealand,2008-06-20,Delta IV,Retired,,Success,2008
SpaceX,Japan,2008-08-13,Long March 3B,Active,,Success,2008
SpaceX,USA,2008-05-25,Proton-M,Active,,Success,2008
SpaceX,Australia,2008-03-20,Soyuz-U,Active,,Success,2008
ESA,Russia,2009-06-08,PSLV,Active,,Success,2009
CASC,Russia,2009-03-20,Pegasus XL,Retired,236.25,Success,2009
RVSN USSR,Russia,2009-03-26,Ariane 5,Retired,,Success,2009
Boeing,India,2009-01-05,Antares,Retired,439.9,Success,2009
Virgin Orbit,Australia,2009-03-11,Falcon 9,Active,,Success,2009
Virgin Orbit,Australia,2009-02-04,Falcon 9,Retired,,Success,2009
Virgin Orbit,Kazakhstan,2009-03-10,Ariane 5,Retired,,Success,2009
Northrop,Kazakhstan,2009-04-24,Vulcan,Active,,Success,2009
ULA,India,2009-10-11,Falcon 9,Retired,,Success,2009
Rocket Lab,India,2009-04-23,Soyuz-U,Active,170.12,Success,2009
Arianespace,Australia,2009-05-13,Proton-M,Retired,1.71,Failure,2009
Arianespace,India,2009-01-08,Falcon 9,Retired,,Success,2009
NASA,India,2009-04-03,Vulcan,Active,,Success,2009
ULA,France,2009-03-11,Soyuz-U,Active,2380.14,Success,2009
CASC,Australia,2009-03-24,H-IIA,Active,348.3,Success,2009
Boeing,New Zealand,2009-03-15,Proton-M,Active,,Success,2009
RVSN USSR,Russia,2009-04-24,Vega,Active,,Success,2009
CASC,Russia,2009-03-01,Atlas V,Active,,Success,2009
Northrop,New Zealand,2009-07-06,Vega,Active,68.94,Success,2009
RVSN USSR,New Zealand,2009-09-21,Starship,Active,41.42,Failure,2009
ESA,Japan,2009-08-06,H-IIA,Active,,Success,2009
ISRO,Japan,2009-04-13,Proton-M,Active,,Success,2009
Arianespace,USA,2009-11-03,Electron,Retired,,Success,2009
Northrop,Kazakhstan,2009-08-15,Starship,Retired,,Success,2009
Japan JAXA,USA,2009-12-18,Starship,Active,,Success,2009
Arianespace,Kazakhstan,2009-03-19,Antares,Active,14.15,Success,2009
ISRO,Australia,2010-11-07,Falcon 9,Active,,Success,2010
